path,shape,doi,title,articleType,year,articleId
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250028.xml,publication,10.5594/J01341,"16 mm. Sound Film Dimensions<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J01341"">&#x002A;</xref>-->",orig-research,1932,0b000064849e40d9
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250029.xml,publication,10.5594/J01342,"Proposed Change in the Present Standards of 35 mm. Film Perforations<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J01342"">&#x002A;</xref>-->",orig-research,1932,0b000064849e40da
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250030.xml,publication,10.5594/J01343,"The Animatophone a New Type 16 mm. Synchronous Disk Reproducer<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J01343"">&#x002A;</xref>-->",orig-research,1932,0b000064849e40db
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250031.xml,publication,10.5594/J01344,"The Acoustics of Large Auditoriums<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J01344"">&#x002A;</xref>-->",orig-research,1932,0b000064849e40dc
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250032.xml,publication,10.5594/J01345,"Committee Activities: Report of the Sound Committee<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J01345"">&#x002A;</xref>-->",orig-research,1932,0b000064849e410f
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250033.xml,publication,10.5594/J01346,Abstracts,orig-research,1932,0b000064849e4110
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250034.xml,publication,10.5594/J01350,Society Announcements: Standards Committee,orig-research,1932,0b000064849e4111
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250035.xml,publication,10.5594/J01347,Abstracts of Recent U. S. Patents,info-society,1932,0b000064849e4112
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250036.xml,publication,10.5594/J01348,&#x201C;Geschichte der Kinematographie&#x201D; (Wilhelm Dost; 1925) [Book Reviews],info-society,1932,0b000064849e4113
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250037.xml,publication,10.5594/J01348536536A,&#x201C;Artificial Sunlight&#x201D; (M. Luckiesh; 1930) [Book Reviews],info-society,1932,0b000064849e4114
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250038.xml,publication,10.5594/J01349,Society of Motion Picture Engineers: Officers 1931&#x2013;1932,info-society,1932,0b000064849e4115
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250039.xml,publication,10.5594/J01351,"Arrangements Program: Spring Meeting of the Society, Wardman Park Hotel Washington, D. C. May 9&#x2013;12, 1932, Inclusive",info-society,1932,0b000064849e4116
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250040.xml,publication,10.5594/J01352,Journal Binders,info-society,1932,0b000064849e4117
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250041.xml,publication,10.5594/J01353,Membership Certificate,info-society,1932,0b000064849e4118
_source/SMPTE/Journal Article Repository/1932/7226733/7250018/07250042.xml,publication,10.5594/J01354,Sustaining Members,info-society,1932,0b000064849e414b
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250084.xml,publication,10.5594/J05521C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1932,0b000064849e424a
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250085.xml,publication,10.5594/J05521iiA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1932,0b000064849e424b
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250086.xml,publication,10.5594/J05521iiiiA,Journal of the Society of Motion Picture Engineers &#x2014; Editorial Board,info-society,1932,0b000064849e424c
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250087.xml,publication,10.5594/J05521,"Western Electric Noiseless Recording<!--<xref ref-type=""fn"" rid=""fn110.5594_J05521"">&#x002A;</xref>-->",orig-research,1932,0b000064849e424d
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250088.xml,publication,10.5594/J05522,"Recent Developments in Theater Loud Speakers of the Directional Baffle Type<!--<xref ref-type=""fn"" rid=""fn110.5594_J05522"">&#x002A;</xref>-->",orig-research,1932,0b000064849e424e
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250089.xml,publication,10.5594/J05523,"Gamma by Least Squares<!--<xref ref-type=""fn"" rid=""fn110.5594_J05523"">&#x002A;</xref>-->",orig-research,1932,0b000064849e424f
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250090.xml,publication,10.5594/J05524,"Mechanical Advantages of the Optical Intermittent Projector<!--<xref ref-type=""fn"" rid=""fn110.5594_J05524"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4250
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250091.xml,publication,10.5594/J05525,"The Mechanism of Hypersensitization<!--<xref ref-type=""fn"" rid=""fn110.5594_J05525"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4251
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250092.xml,publication,10.5594/J05526,"Advantages of Using 16 mm. Supersensitive Panchromatic Film in Making Medical Motion Pictures<!--<xref ref-type=""fn"" rid=""fn110.5594_J05526"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4285
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250093.xml,publication,10.5594/J05527,"Some Color Problems<!--<xref ref-type=""fn"" rid=""fn110.5594_J05527"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4286
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250094.xml,publication,10.5594/J05528,"The Selenophon Sound Recording System<!--<xref ref-type=""fn"" rid=""fn110.5594_J05528"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4287
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250095.xml,publication,10.5594/J05529,"The Motion Picture Industry in Japan<!--<xref ref-type=""fn"" rid=""fn110.5594_J05529"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4288
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250096.xml,publication,10.5594/J05530,"A Machine for Printing Picture and Sound Simultaneously and Automatically<!--<xref ref-type=""fn"" rid=""fn110.5594_J05530"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4289
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250097.xml,publication,10.5594/J05531,"Time-and-Temperature vs. the Test System for Development of Motion Picture Negatives<!--<xref ref-type=""fn"" rid=""fn110.5594_J05531"">&#x002A;</xref>-->",orig-research,1932,0b000064849e428a
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250098.xml,publication,10.5594/J05532,"Studio Projection and Reproduction Practice<!--<xref ref-type=""fn"" rid=""fn110.5594_J05532"">&#x002A;</xref>-->",orig-research,1932,0b000064849e428b
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250099.xml,publication,10.5594/J05533,"Size of Image as a Guide to Depth of Focus in Cinematography<!--<xref ref-type=""fn"" rid=""fn110.5594_J05533"">&#x002A;</xref>-->",orig-research,1932,0b000064849e428c
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250100.xml,publication,10.5594/J05534,"Sound Recording for Independent Productions<!--<xref ref-type=""fn"" rid=""fn110.5594_J05534"">&#x002A;</xref>-->",orig-research,1932,0b000064849e428d
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250101.xml,publication,10.5594/J05535,"Special Process Technic<!--<xref ref-type=""fn"" rid=""fn110.5594_J05535"">&#x002A;</xref>-->",orig-research,1932,0b000064849e428e
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250102.xml,publication,10.5594/J05536,Erratum,info-society,1932,0b000064849e42c1
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250103.xml,publication,10.5594/J05537,"Report of Studio Lighting Committee<!--<xref ref-type=""fn"" rid=""fn110.5594_J05537"">&#x002A;</xref>-->",info-society,1932,0b000064849e42c2
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250104.xml,publication,10.5594/J05540,Committees: 1931&#x2013;1932,info-society,1932,0b000064849e42c3
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250105.xml,publication,10.5594/J05538,Abstract,info-society,1932,0b000064849e42c4
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250106.xml,publication,10.5594/J05539,Society of Motion Picture Engineers: Officers 1931&#x2013;1932,info-society,1932,0b000064849e42c5
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250107.xml,publication,10.5594/J05541,"George Eastman: July 12, 1854 &#x2014; March 14, 1932",info-society,1932,0b000064849e42c6
_source/SMPTE/Journal Article Repository/1932/7226733/7250083/07250108.xml,publication,10.5594/J05542,Society Announcements,info-society,1932,0b000064849e42c7
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250110.xml,publication,10.5594/J05479C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1932,0b000064849e42c9
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250111.xml,publication,10.5594/J05479iiA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1932,0b000064849e42ca
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250112.xml,publication,10.5594/J05479iiiiA,Journal of the Society of Motion Picture Engineers &#x2014; Editorial Board,info-society,1932,0b000064849e42fe
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250113.xml,publication,10.5594/J05479,"The Bell &#x0026; Howell Fully Automatic Sound Picture Production Printer<!--<xref ref-type=""fn"" rid=""fn110.5594_J05479"">&#x002A;</xref>-->",orig-research,1932,0b000064849e42ff
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250114.xml,publication,10.5594/J05480,"The Bell &#x0026; Howell Cooke Varo Lens<!--<xref ref-type=""fn"" rid=""fn110.5594_J05480"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4300
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250115.xml,publication,10.5594/J05481,"Drying Conditions and Photographic Density<!--<xref ref-type=""fn"" rid=""fn110.5594_J05481"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4301
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250116.xml,publication,10.5594/J05482,"Wave Form Analysis of Variable Density Sound Recording<!--<xref ref-type=""fn"" rid=""fn110.5594_J05482"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4302
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250117.xml,publication,10.5594/J05483,"The Precise Measurement of Filter Factors and Photographic Reflecting Powers<!--<xref ref-type=""fn"" rid=""fn110.5594_J05483"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4303
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250118.xml,publication,10.5594/J05484,&#x201C;Servicing Projection Equipment&#x201D; (1932) [Book Reviews],info-society,1932,0b000064849e4304
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250119.xml,publication,10.5594/J05484391391A,&#x201C;Projecting Sound Pictures&#x201D; (Aaron Nadell; 1931) [Book Reviews],info-society,1932,0b000064849e4305
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250120.xml,publication,10.5594/J05485,Society of Motion Picture Engineers: Officers 1931&#x2013;1932,info-society,1932,0b000064849e4306
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250121.xml,publication,10.5594/J05486,"S. M. P. E. Requests National Standards for Motion Picture Industry<!--<xref ref-type=""fn"" rid=""fn110.5594_J05486"">&#x002A;</xref>-->",info-society,1932,0b000064849e4307
_source/SMPTE/Journal Article Repository/1932/7226733/7250109/07250122.xml,publication,10.5594/J05487,"Pamphlets, Booklets, and Catalogues Received",info-society,1932,0b000064849e4344
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250124.xml,publication,10.5594/J08985C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1932,0b000064849e4346
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250125.xml,publication,10.5594/J08985IIA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1932,0b000064849e4347
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250126.xml,publication,10.5594/J08985IIIIIA,Journal of the Society of Motion Picture Engineers &#x2014; Advertisement,info-society,1932,0b000064849e4348
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250127.xml,publication,10.5594/J08985,"Theater Noise Problems<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08985"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4349
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250128.xml,publication,10.5594/J08986,"Short Focus Lenses for Projection with Translucent Screens<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08986"">&#x002A;</xref>-->",orig-research,1932,0b000064849e434a
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250129.xml,publication,10.5594/J08987,"Memorandum on Widening the Field of Camera Lenses and on the Use of Normal Films for the Panoramic Screen<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08987"">&#x002A;</xref>-->",orig-research,1932,0b000064849e434b
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250130.xml,publication,10.5594/J08988,"The Use of the Photoelectric Cell in Cinematography<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08988"">&#x002A;</xref>-->",orig-research,1932,0b000064849e434c
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250131.xml,publication,10.5594/J08989,"The Sensitometric Control of Sound Records on Film<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08989"">&#x002A;</xref>-->",orig-research,1932,0b000064849e434d
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250132.xml,publication,10.5594/J08990,"Motion Pictures in the U. S. Navy<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08990"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4381
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250133.xml,publication,10.5594/J08991,"Finishing a Motion Picture<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08991"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4382
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250134.xml,publication,10.5594/J08992,"Recording Artificial Speech in Motion Pictures<!--<xref ref-type=""other"" rid=""fn1-10.5594_J08992"">&#x002A;</xref>-->",orig-research,1932,0b000064849e4383
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250135.xml,publication,10.5594/J08993,Inertia in the Service of Cinematography,orig-research,1932,0b000064849e4384
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250136.xml,publication,10.5594/J08994,&#x201C;The Principles of Optics&#x201D; (Arthur C. Hardy and Fred H. Perrin; 1932) [Book Reviews],info-society,1932,0b000064849e4385
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250137.xml,publication,10.5594/J08994579579A,&#x201C;Motion and Time Study&#x201D; (Allan H. Mogensen; 1932) [Book Reviews],info-society,1932,0b000064849e4386
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250138.xml,publication,10.5594/J08995,Society of Motion Picture Engineers: Officers 1932&#x2013;1933,info-society,1932,0b000064849e4387
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250139.xml,publication,10.5594/J08996,Committees: 1932&#x2013;1933,info-society,1932,0b000064849e4388
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250140.xml,publication,10.5594/J08997,Society Announcements,info-society,1932,0b000064849e4389
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250141.xml,publication,10.5594/J08998,"Pamphlets, Booklets, and Catalogues Received",info-society,1932,0b000064849e438a
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250142.xml,publication,10.5594/J08999,"Author Index, Volume XIX: July to December, 1932",info-society,1932,0b000064849e43bd
_source/SMPTE/Journal Article Repository/1932/7226733/7250123/07250143.xml,publication,10.5594/J09000,"Classified Index, Volume XIX: July to December, 1932",info-society,1932,0b000064849e43be
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249654.xml,publication,10.5594/J07466C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1933,0b000064849e37b2
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249655.xml,publication,10.5594/J07466iiA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1933,0b000064849e37b3
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249656.xml,publication,10.5594/J07466,"Radio City Sound Equipment<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07466"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b4
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249657.xml,publication,10.5594/J07467,"Distortion in the Projection and Viewing of Motion Pictures<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07467"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b5
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249658.xml,publication,10.5594/J07468,"Voice and Personality in the Motion Pictures<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07468"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b6
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249659.xml,publication,10.5594/J07469,"The Eastman Type IIb Sensitometer as a Control Instrument in the Processing of Motion Picture Film<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07469"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b7
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249660.xml,publication,10.5594/J07470,"The Sound Film Program of the United States Department of Agriculture<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07470"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b8
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249661.xml,publication,10.5594/J07471,"The Preselection of Takes for Processing from Exposed Undeveloped Negative<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07471"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37b9
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249662.xml,publication,10.5594/J07472,"Economies in Sound Film Processing<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07472"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37ee
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249663.xml,publication,10.5594/J07473,"The History of the Animated Cartoon<!--<xref ref-type=""other"" rid=""fn1-10.5594_J07473"">&#x002A;</xref>-->",orig-research,1933,0b000064849e37ef
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249664.xml,publication,10.5594/J07474,Society of Motion Picture Engineers: Officers 1933,info-society,1933,0b000064849e37f0
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249665.xml,publication,10.5594/J07475,Society of Motion Picture Engineers: Committees 1933,info-society,1933,0b000064849e37f1
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249666.xml,publication,10.5594/J07476,William C. Hubbard,info-society,1933,0b000064849e37f2
_source/SMPTE/Journal Article Repository/1933/7226733/7249653/07249667.xml,publication,10.5594/J07477,"Society Announcement: Fall Meeting of the Society, Edgewater Beach Hotel, Chicago, Ill. October 16&#x2013;18, Inclusive",info-society,1933,0b000064849e37f3
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249669.xml,publication,10.5594/J12965C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1933,0b000064849e37f5
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249670.xml,publication,10.5594/J12965IIA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1933,0b000064849e37f6
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249671.xml,publication,10.5594/J12965IIIIA,Journal of the Society of Motion Picture Engineers &#x2014; Editorial Board,info-society,1933,0b000064849e37f7
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249672.xml,publication,10.5594/J12965IIIIIIA,Journal of the Society of Motion Picture Engineers &#x2014; Advertisement,info-society,1933,0b000064849e382b
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249673.xml,publication,10.5594/J12965,"A Brief History of the Kinetograph, the Kinetoscope and the Kineto-Phonograph<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12965"">&#x002A;</xref>-->",orig-research,1933,0b000064849e382c
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249674.xml,publication,10.5594/J12966,"A Sixteen-Millimeter Portable Sound-on-Film Projection Equipment<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12966"">&#x002A;</xref>-->",orig-research,1933,0b000064849e382d
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249675.xml,publication,10.5594/J12967,"A Light-Weight Single-Film Recording System for Newsreels and Travelogues<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12967"">&#x002A;</xref>-->",orig-research,1933,0b000064849e382e
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249676.xml,publication,10.5594/J12968,"A Non-Intermittent High-Speed 16-Mm. Camera<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12968"">&#x002A;</xref>-->",orig-research,1933,0b000064849e382f
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249677.xml,publication,10.5594/J12969,"The Cin&#x00E9;-Kodak Special<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12969"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3830
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249678.xml,publication,10.5594/J12970,"Portable Recording Equipment<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12970"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3831
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249679.xml,publication,10.5594/J12971,"Unoccupied Motion Picture Fields<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12971"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3832
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249680.xml,publication,10.5594/J12972,"New Motion Picture Apparatus: Mirror Telephoto System<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12972"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3833
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249681.xml,publication,10.5594/J12973,Society Announcements,info-society,1933,0b000064849e3834
_source/SMPTE/Journal Article Repository/1933/7226733/7249668/07249682.xml,publication,10.5594/J12974,"Society of Motion Picture Engineers: Report of the Treasurer for the Period Oct. 1, 1932, to Sept. 30, 1933",info-society,1933,0b000064849e3871
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249819.xml,publication,10.5594/J12975C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1933,0b000064849e3bad
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249820.xml,publication,10.5594/J12975IIA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1933,0b000064849e3bae
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249821.xml,publication,10.5594/J12975IIIIA,Journal of the Society of Motion Picture Engineers &#x2014; Editorial Board,info-society,1933,0b000064849e3baf
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249822.xml,publication,10.5594/J12975IIIIB,Journal of the Society of Motion Picture Engineers &#x2014; Advertisement,info-society,1933,0b000064849e3be3
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249823.xml,publication,10.5594/J12975,"National Standardization in America<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12975"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3be4
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249824.xml,publication,10.5594/J12977,"A Historical Summary of Standardization in the Society of Motion Picture Engineers<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12977"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3be5
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249825.xml,publication,10.5594/J12978,"Sound Film Printing<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12978"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3be6
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249826.xml,publication,10.5594/J12979,"Wave Form Analysis of Variable Width Sound Records<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12979"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3be7
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249827.xml,publication,10.5594/J12980,"Military Training and Historical Films<!--<xref ref-type=""other"" rid=""fn1-10.5594_J12980"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3be8
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249828.xml,publication,10.5594/J12976,Addendum,info-society,1933,0b000064849e3be9
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249829.xml,publication,10.5594/J12981,&#x201C;Light in Motion Picture Projection (La Lumi&#x00E8;re dans la Projection Cinematographique)&#x201D; (Jacques Marett; 1933) [Book Review],info-society,1933,0b000064849e3bea
_source/SMPTE/Journal Article Repository/1933/7226733/7249818/07249830.xml,publication,10.5594/J12982,"Society Announcements: Fall Meeting of the Society, Edgewater Beach Hotel, Chicago, Ill. October 16&#x2013;18, Inclusive",info-society,1933,0b000064849e3beb
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249852.xml,publication,10.5594/J16614C1,Journal of the Society of Motion Picture Engineers &#x2014; Cover,info-society,1933,0b000064849e3ca4
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249853.xml,publication,10.5594/J16614IIA,Journal of the Society of Motion Picture Engineers &#x2014; Table of Contents,info-society,1933,0b000064849e3ca5
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249854.xml,publication,10.5594/J16614IIIIA,Journal of the Society of Motion Picture Engineers &#x2014; Editorial Board,info-society,1933,0b000064849e3ca6
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249855.xml,publication,10.5594/J16614IVA,Journal of the Society of Motion Picture Engineers &#x2014; Advertisement,info-society,1933,0b000064849e3ca7
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249856.xml,publication,10.5594/J16614,"Directional Effects in Sound Film Processing&#x2014;II<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16614"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3ca8
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249857.xml,publication,10.5594/J16615,"Analysis of Sound Quality with the Variable Density Recording Method from Sensitometric Data<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16615"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3ca9
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249858.xml,publication,10.5594/J16616,"The Aperture Alignment Effect<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16616"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3caa
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249859.xml,publication,10.5594/J16617,"The Morgana Color Process<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16617"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3cab
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249860.xml,publication,10.5594/J16618,"New Developments in Portable Gas-Electric Generators for Motion Picture Lighting<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16618"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3cac
_source/SMPTE/Journal Article Repository/1933/7226733/7249851/07249861.xml,publication,10.5594/J16619,"A Silent Camera<!--<xref ref-type=""other"" rid=""fn1-10.5594_J16619"">&#x002A;</xref>-->",orig-research,1933,0b000064849e3cad
