docId,docTitle,publicationDate,bucket,registered_doi_current,should_be_canonical_doi,href_current,should_be_href,note
SMPTE.ST2065-5.2023-02,Mapping ACES Image Sequences into the MXF Generic Container,2023-02-28,malformed,10.5594/SMPTE.ST2065-5.2023,10.5594/SMPTE.ST2065-5.2023-02,https://doi.org/10.5594/SMPTE.ST2065-5.2023,https://doi.org/10.5594/SMPTE.ST2065-5.2023-02,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2067-203.2023-09,Audio with Frame-based S-ADM Metadata Plug-in,2023-09-27,malformed,10.5594/SMPTE.ST2067-203.2023,10.5594/SMPTE.ST2067-203.2023-09,https://doi.org/10.5594/SMPTE.ST2067-203.2023,https://doi.org/10.5594/SMPTE.ST2067-203.2023-09,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2067-70.2024-08,Application SMPTE ST 2019-1 (VC-3),2024-08-21,malformed,10.5594/SMPTE.ST2067-70.2024,10.5594/SMPTE.ST2067-70.2024-08,https://doi.org/10.5594/SMPTE.ST2067-70.2024,https://doi.org/10.5594/SMPTE.ST2067-70.2024-08,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2067-71.2024-07,Application SMPTE ST 2117-1 (VC-6),2024-07-01,malformed,10.5594/SMPTE.ST2067-71.2024,10.5594/SMPTE.ST2067-71.2024-07,https://doi.org/10.5594/SMPTE.ST2067-71.2024,https://doi.org/10.5594/SMPTE.ST2067-71.2024-07,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2081-1.2023-10,Electrical,2023-10-20,malformed,10.5594/SMPTE.ST2081-1.2023,10.5594/SMPTE.ST2081-1.2023-10,https://doi.org/10.5594/SMPTE.ST2081-1.2023,https://doi.org/10.5594/SMPTE.ST2081-1.2023-10,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2082-1.2023-11,Electrical,2023-11-15,malformed,10.5594/SMPTE.ST2082-1.2023,10.5594/SMPTE.ST2082-1.2023-11,https://doi.org/10.5594/SMPTE.ST2082-1.2023,https://doi.org/10.5594/SMPTE.ST2082-1.2023-11,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2094-2.2023-04,KLV Encoding and MXF Mapping,2023-04-05,malformed,10.5594/SMPTE.ST2094-2.2023,10.5594/SMPTE.ST2094-2.2023-04,https://doi.org/10.5594/SMPTE.ST2094-2.2023,https://doi.org/10.5594/SMPTE.ST2094-2.2023-04,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2094-60.2025-12,Application #6,2025-12-09,malformed,10.5594/SMPTE.ST2094-60.2025,10.5594/SMPTE.ST2094-60.2025-12,https://doi.org/10.5594/SMPTE.ST2094-60.2025,https://doi.org/10.5594/SMPTE.ST2094-60.2025-12,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2095-1.2023-09,Calibration Reference Wideband Digital Pink Noise Signal,2023-09-27,malformed,10.5594/SMPTE.ST2095-1.2023,10.5594/SMPTE.ST2095-1.2023-09,https://doi.org/10.5594/SMPTE.ST2095-1.2023,https://doi.org/10.5594/SMPTE.ST2095-1.2023-09,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2110-30.2025-10,PCM Digital Audio,2025-10-01,malformed,10.5594/SMPTE.ST2110-30.2025,10.5594/SMPTE.ST2110-30.2025-10,https://doi.org/10.5594/SMPTE.ST2110-30.2025,https://doi.org/10.5594/SMPTE.ST2110-30.2025-10,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2110-40.2023-12,SMPTE ST 291-1 Ancillary Data,2023-12-31,malformed,10.5594/SMPTE.ST2110-40.2023,10.5594/SMPTE.ST2110-40.2023-12,https://doi.org/10.5594/SMPTE.ST2110-40.2023,https://doi.org/10.5594/SMPTE.ST2110-40.2023-12,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2110-41.2024-03,Fast Metadata Framework,2024-03-08,malformed,10.5594/SMPTE.ST2110-41.2024,10.5594/SMPTE.ST2110-41.2024-03,https://doi.org/10.5594/SMPTE.ST2110-41.2024,https://doi.org/10.5594/SMPTE.ST2110-41.2024-03,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2110-43.2021,Timed Text Markup Language for Captions and Subtitles,2021-05-14,malformed,10.5594/SMPTE.SMPTEST2110-43.2021,10.5594/SMPTE.ST2110-43.2021,https://doi.org/10.5594/SMPTE.SMPTEST2110-43.2021,https://doi.org/10.5594/SMPTE.ST2110-43.2021,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2117-10.2024-07,Mapping VC-6 into the MXF Generic Container,2024-07-01,malformed,10.5594/SMPTE.ST2117-10.2024,10.5594/SMPTE.ST2117-10.2024-07,https://doi.org/10.5594/SMPTE.ST2117-10.2024,https://doi.org/10.5594/SMPTE.ST2117-10.2024-07,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2126.2025-08,Microservice Status Reporting and Logging,2025-08-29,malformed,10.5594/SMPTE.ST2126.2025,10.5594/SMPTE.ST2126.2025-08,https://doi.org/10.5594/SMPTE.ST2126.2025,https://doi.org/10.5594/SMPTE.ST2126.2025-08,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2127-2.2024-03,Mapping MGA Audio Metadata to ST 2110-41,2024-03-08,malformed,10.5594/SMPTE.ST2127-2-2024,10.5594/SMPTE.ST2127-2.2024-03,https://doi.org/10.5594/SMPTE.ST2127-2-2024,https://doi.org/10.5594/SMPTE.ST2127-2.2024-03,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2134.2025-01,MXF Descriptive Metadata Scheme for Compatible Time Labels (DMS-TLC),2025-01-29,malformed,10.5594/SMPTE.ST2134.2025,10.5594/SMPTE.ST2134.2025-01,https://doi.org/10.5594/SMPTE.ST2134.2025,https://doi.org/10.5594/SMPTE.ST2134.2025-01,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2136-1.2026-02,Core Specification,2026-02-26,malformed,10.5594/SMPTE.ST2136-1.2026,10.5594/SMPTE.ST2136-1.2026-02,https://doi.org/10.5594/SMPTE.ST2136-1.2026,https://doi.org/10.5594/SMPTE.ST2136-1.2026-02,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST2139.2025-12,Signal Sync Alternate Mode,2025-12-09,malformed,10.5594/SMPTE.ST2139.2025,10.5594/SMPTE.ST2139.2025-12,https://doi.org/10.5594/SMPTE.ST2139.2025,https://doi.org/10.5594/SMPTE.ST2139.2025-12,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST268-2.2023-06,Format Extensions for High Dynamic Range and Wide Color Gamut,2023-06-29,malformed,10.5594/SMPTE.ST268-2.2023,10.5594/SMPTE.ST268-2.2023-06,https://doi.org/10.5594/SMPTE.ST268-2.2023,https://doi.org/10.5594/SMPTE.ST268-2.2023-06,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST377-41.2023-04,MXF Multichannel Audio Controlled Vocabulary: Content Property Values,2023-04-13,malformed,10.5594/SMPTE.ST377-41.2023,10.5594/SMPTE.ST377-41.2023-04,https://doi.org/10.5594/SMPTE.ST377-41.2023,https://doi.org/10.5594/SMPTE.ST377-41.2023-04,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST377-42.2021,MCA Label Controlled Vocabulary,2021-07-13,malformed,10.5594/SMPTE.SMPTEST377-42.2021,10.5594/SMPTE.ST377-42.2021,https://doi.org/10.5594/SMPTE.SMPTEST377-42.2021,https://doi.org/10.5594/SMPTE.ST377-42.2021,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST379.2004,MXF Generic Container,2004-07-21,malformed,10.5594/SMPTE.ST379M.2004,10.5594/SMPTE.ST379.2004,https://doi.org/10.5594/SMPTE.ST379M.2004,https://doi.org/10.5594/SMPTE.ST379.2004,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST381-3.2025-01,Material Exchange Format— Mapping AVC Streams into the MXF Generic Container,2025-01-29,malformed,10.5594/SMPTE.ST381-3.2025,10.5594/SMPTE.ST381-3.2025-01,https://doi.org/10.5594/SMPTE.ST381-3.2025,https://doi.org/10.5594/SMPTE.ST381-3.2025-01,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST381-5.2023-02,Mapping HEVC Streams into the MXF Generic Container,2023-02-28,malformed,10.5594/SMPTE.ST381-5.2023,10.5594/SMPTE.ST381-5.2023-02,https://doi.org/10.5594/SMPTE.ST381-5.2023,https://doi.org/10.5594/SMPTE.ST381-5.2023-02,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST421.2006Am1.2007,VC-1 Compressed Video Bitstream Format and Decoding Process,2007-11-29,malformed,10.5594/SMPTE.ST421-A1.2006,10.5594/SMPTE.ST421.2006Am1.2007,https://doi.org/10.5594/SMPTE.ST421-A1.2006,https://doi.org/10.5594/SMPTE.ST421.2006Am1.2007,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.ST421.2006Am2.2011,VC-1 Compressed Video Bitstream Format and Decoding Process,2011-03-30,malformed,10.5594/SMPTE.ST421-A2.2011,10.5594/SMPTE.ST421.2006Am2.2011,https://doi.org/10.5594/SMPTE.ST421-A2.2011,https://doi.org/10.5594/SMPTE.ST421.2006Am2.2011,"Corrected to the actually-registered (malformed) DOI form from Zoho standards export (_source/SMPTE/Zoho/SMPTE Standards Document Zoho Export 2026-05-21.json). The DOI registrar received this DOI with a duplicated SMPTE. prefix and that's the only form that resolves at doi.org — the SMPTE-canonical form (matching this doc's docId) does NOT resolve. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI in the canonical form to match the docId; once that lands, this field can be flipped back and the excludeChanges lock removed. Field locked via excludeChanges so future cross-fills can't ""fix"" it back to the unresolvable canonical form before the upstream re-registration happens."
SMPTE.EG2032-4.2014,Engineering Guideline (Informative),2007-01-01,registrar-typo,10.5594/SMPTE.EG2032-4.2007,10.5594/SMPTE.EG2032-4.2014,https://doi.org/10.5594/SMPTE.EG2032-4.2007,https://doi.org/10.5594/SMPTE.EG2032-4.2014,"The actually-registered DOI 10.5594/SMPTE.EG2032-4.2007 resolves to the real 2007 publication of EG2032-4. The registry's docId carries a ""2014"" release tag — that's a SMPTE library mistake on the release-tag side, not a registrar issue. The DOI is correct; the docId/release-tag is wrong. UPSTREAM ACTION NEEDED: SMPTE library should correct the release tag from 2014 to 2007 so the docId matches the DOI. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what actually resolves."
SMPTE.OV2052-0.2014,Roadmap for the 2052 Document Suite,2014-08-14,registrar-typo,10.5594/SMPTE.OV2052-0.2013,10.5594/SMPTE.OV2052-0.2014,https://doi.org/10.5594/SMPTE.OV2052-0.2013,https://doi.org/10.5594/SMPTE.OV2052-0.2014,"The actually-registered DOI 10.5594/SMPTE.OV2052-0.2013 (per Zoho) is the correct one — it resolves to OV 2052-0:2013. The registry's docId carries a ""2014"" release tag, which is a SMPTE library mistake on the release-tag side, not a registrar issue. The DOI is correct; the docId/release-tag is wrong. UPSTREAM ACTION NEEDED: SMPTE library should correct the release tag from 2014 to 2013 so the docId matches the DOI. Field locked via excludeChanges so future cross-fills can't undo the alignment."
SMPTE.OV425-0.2012,Roadmap for the 425 Document Suite,2012-06-21,registrar-typo,10.5594/SMPTE.OV425-0.2012-06,10.5594/SMPTE.OV425-0.2012,https://doi.org/10.5594/SMPTE.OV425-0.2012-06,https://doi.org/10.5594/SMPTE.OV425-0.2012,"The actually-registered DOI 10.5594/SMPTE.OV425-0.2012-06 (per Zoho) is the correct one — it resolves to OV 425-0:2012-06. The registry's docId carries a ""2012"" release tag missing the ""-06"" month suffix; that's a SMPTE library mistake on the release-tag side, not a registrar issue. The DOI is correct; the docId/release-tag is wrong. UPSTREAM ACTION NEEDED: SMPTE library should correct the release tag from 2012 to 2012-06 so the docId matches the DOI. Field locked via excludeChanges so future cross-fills can't undo the alignment."
SMPTE.RP107.1993,Video and Audio Reference Tape for 1-in Type B Helical-Scan Format,1995-01-01,registrar-typo,10.5594/SMPTE.RP107.1995,10.5594/SMPTE.RP107.1993,https://doi.org/10.5594/SMPTE.RP107.1995,https://doi.org/10.5594/SMPTE.RP107.1993,"Published-label typo: the DOI 10.5594/SMPTE.RP107.1995 (per Zoho) is what Zoho carries, but the correct version is 1993 — the doc was approved 1993-03-05 and sat unpublished until 1995-01-01; the published label retroactively used 1995 as the version year, cascading into the DOI. The docId correctly reflects the 1993 version year. UPSTREAM ACTION NEEDED: SMPTE should correct the DOI registration from 1995 to 1993 to match the docId. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what Zoho currently has."
SMPTE.ST165.1994,"Perforated 8-mm Type S, 5R (1-3-5-7-0)",1994-01-31,registrar-typo,10.5594/SMPTE.ST165.1999,10.5594/SMPTE.ST165.1994,https://doi.org/10.5594/SMPTE.ST165.1999,https://doi.org/10.5594/SMPTE.ST165.1994,"Registrar typo: the DOI 10.5594/SMPTE.ST165.1999 (per Zoho) is what's actually registered and resolves at doi.org, but the correct version is 1994 — Zoho's Publication_Date and Copyright_Year on that record confirm 1994 is the real year. The 1999 in both the published label and DOI is a typo on SMPTE's side. UPSTREAM ACTION NEEDED: SMPTE should correct the DOI registration from 1999 to 1994 to match the docId. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves."
SMPTE.ST2123.2021,SMPTE Metadata Registers,2021-10-18,registrar-typo,10.5594/SMPTE.ST2123.2021-08,10.5594/SMPTE.ST2123.2021,https://doi.org/10.5594/SMPTE.ST2123.2021-08,https://doi.org/10.5594/SMPTE.ST2123.2021,"The actually-registered DOI 10.5594/SMPTE.ST2123.2021-08 (per Zoho) is the correct one — it resolves to ST 2123:2021-08. The registry's docId carries a ""2021"" release tag missing the ""-08"" month suffix; that's a SMPTE library mistake on the release-tag side, not a registrar issue. The DOI is correct; the docId/release-tag is wrong. UPSTREAM ACTION NEEDED: SMPTE library should correct the release tag from 2021 to 2021-08 so the docId matches the DOI. Field locked via excludeChanges so future cross-fills can't undo the alignment."
SMPTE.ST2123.2024-03,SMPTE Metadata Registers,2024-05-09,registrar-typo,10.5594/SMPTE.ST2123.2024-05,10.5594/SMPTE.ST2123.2024-03,https://doi.org/10.5594/SMPTE.ST2123.2024-05,https://doi.org/10.5594/SMPTE.ST2123.2024-03,"Registrar mistake: the DOI 10.5594/SMPTE.ST2123.2024-05 was registered using the publication month (-05, May 2024) when it should have used the approval month (-03, March 2024) — the docId's ""-03"" is the correct convention. UPSTREAM ACTION NEEDED: SMPTE should re-register this DOI with the -03 suffix to match the docId, or register both forms so the canonical -03 also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves."
SMPTE.ST434.2015,XML Encoding for Metadata and File Structure Information,2015-02-04,registrar-typo,10.5594/SMPTE.ST434.2014,10.5594/SMPTE.ST434.2015,https://doi.org/10.5594/SMPTE.ST434.2014,https://doi.org/10.5594/SMPTE.ST434.2015,"The actually-registered DOI 10.5594/SMPTE.ST434.2014 (per Zoho) is the correct one — it resolves to ST 434:2014. The registry's docId carries a ""2015"" release tag, which is a SMPTE library mistake on the release-tag side, not a registrar issue. The DOI is correct; the docId/release-tag is wrong. UPSTREAM ACTION NEEDED: SMPTE library should correct the release tag from 2015 to 2014 so the docId matches the DOI. Field locked via excludeChanges so future cross-fills can't undo the alignment."
