authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
undefined,SMPTE.RP222.2003,SMPTE RP 222:2003,Standard Definition Evaluation Masters for Digital Television,Recommended Practice,10.5594/SMPTE.RP222.2003,https://doi.org/10.5594/SMPTE.RP222.2003,2003-03-12,SMPTE,https://pub.smpte.org/doc/rp222/20030312-pub/,true,undefined,"(1.1) This practice specifies standard definition (BT.601–5) video materials that are available at reproduction and administrative cost from SMPTE for use in evaluating digital television technology and processing. (1.2) It describes the attributes of the materials, which have made them valuable in systems evaluation. Such description is not intended to suggest these materials may not be valuable in other aspects of evaluation. (1.3) It describes, to the extent they are known, the conditions under which the materials were captured and the post-processing which was applied. The materials were originally archived in D-1 tape format. (1.4) Materials are separately available in 525-line and 625-line digital video standards. The materials are archived on digital data media. Distribution is designed to provide consistent, high quality delivery of the materials. (1.5) This practice presents representative pictures from the materials.","[""SMPTE.RP165.1994""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2003,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Test & Measurement""]",undefined,1–15,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,smpte-10e-tc,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,222,undefined,undefined,978-1-61482-233-2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20030312-pub,undefined,undefined,2003-03-12,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001234,20406,222,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP223.2003,SMPTE RP 223:2003,Packing UMID and Program Identification Label Data into SMPTE 291M Ancillary Data Packets,Recommended Practice,10.5594/SMPTE.RP223.2003,https://doi.org/10.5594/SMPTE.RP223.2003,2003-08-11,SMPTE,https://pub.smpte.org/doc/rp223/20030811-pub/,true,undefined,"This practice describes a means of packing unique material identification (UMID) label data or other program identification label data into SMPTE 291M ancillary data packets for transport. Other program identification labels that are not in a KLV format are formatted per SMPTE 336M before packing into ANC packets according to this practice. — This practice is applicable to standard definition serial digital interfaces as defined by ANSI/SMPTE 259M, and with high-definition serial digital interfaces as defined by SMPTE 292M. Packing of UMIDs and other program identification labels in this practice is defined only for 10-bit serial digital interfaces.","[""SMPTE.RP205.2000"",""SMPTE.RP214.2002"",""ISO.15706.2002""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2003,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Identification"",""Metadata"",""Television"",""Ancillary Data"",""UMID""]",undefined,1–5,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,smpte-32nf-tc,"[""SMPTE.ST336.2001"",""SMPTE.RP168.2002"",""SMPTE.RP210""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,223,undefined,undefined,978-1-61482-234-9,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20030811-pub,undefined,undefined,2003,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001235,20407,223,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP224.2011,SMPTE RP 224:2011,SMPTE Labels Register,Recommended Practice,10.5594/SMPTE.RP224.2011,https://doi.org/10.5594/SMPTE.RP224.2011,2011-02-16,SMPTE,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""SMPTE.RP224.2012""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,true,false,undefined,undefined,2012-04-18,undefined,undefined,224,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20110216-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,https://pub.smpte.org/doc/rp224/rp210-rp224-Withdrawal-Statement-2021-02-26.pdf,undefined,undefined,undefined,undefined
undefined,SMPTE.RP224.2012,SMPTE RP 224:2012,SMPTE Labels Register,Recommended Practice,10.5594/SMPTE.RP224.2012,https://doi.org/10.5594/SMPTE.RP224.2012,2012-04-18,SMPTE,undefined,false,Registers of all published SMPTE metadata values are now available at http://smpte-ra.org/smpte-metadata-registry,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,smpte-30mr-tc,null,undefined,undefined,true,true,undefined,undefined,undefined,undefined,undefined,224,undefined,undefined,undefined,undefined,undefined,"[""SMPTE.PubReg.2018""]",undefined,undefined,undefined,undefined,undefined,20120418-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,https://pub.smpte.org/doc/rp224/rp210-rp224-Withdrawal-Statement-2021-02-26.pdf,undefined,v12,undefined,undefined
undefined,SMPTE.RP225.2005,SMPTE RP 225:2005,Registered Private Information in KLV,Recommended Practice,10.5594/SMPTE.RP225.2005,https://doi.org/10.5594/SMPTE.RP225.2005,2005-03-09,SMPTE,https://pub.smpte.org/doc/rp225/20050309-pub/,true,undefined,This practice defines a mechanism for the carriage of registered private information encoded as KLV (key-length-value) in conformance with SMPTE 336M.,"[""IEEE.STD802.1990"",""ISO.13818-1.2000""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2005,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Metadata"",""Television""]",undefined,1–4,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,smpte-30mr-tc,"[""ISO.8825-1.1995"",""ISO.13818-1.2000""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,225,undefined,undefined,978-1-61482-236-3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20050309-pub,undefined,undefined,2005-03-09,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001237,20411,225,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP227.2010,SMPTE RP 227:2010,VC-1 Bitstream Transport Encodings,Recommended Practice,10.5594/SMPTE.RP227.2010,https://doi.org/10.5594/SMPTE.RP227.2010,2010-08-12,SMPTE,https://pub.smpte.org/doc/rp227/20100812-pub/,true,undefined,"This document describes the protocols for carrying video elementary streams conforming to the SMPTE VC-1 Simple, Main and Advanced Profile over MPEG-2 Transport Streams and MPEG-2 Program Streams. This document does not describe the video bit stream syntax. It describes the encapsulation and signaling of the video bit stream using the respective transport protocols. — The document builds on the synchronization layer specified by MPEG-2 Systems, which is the fundamental mechanism for ensuring Audio/Video/Data synchronization. However, this document does not cover the policies that must be adopted at a transmission system head-end to implement a given quality level of Audio/Video/Data synchronization. — Any field of the MPEG-2 Transport Stream packet header or MPEG-2 PES packet header that is not mentioned in this document shall keep its default meaning as defined in ISO/IEC 13818–1:2000.",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2010,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Interfaces"",""Television"",""Compression"",""Interface"",""MPEG""]",undefined,1–31,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,smpte-10e-tc,"[""ISO.13818-1.2000""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,227,undefined,undefined,978-1-61482-237-0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20100812-pub,undefined,undefined,2010,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001238,20412,227,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP228.2008,SMPTE RP 228:2008,VC-1 Decoder and Bitstream Conformance,Recommended Practice,10.5594/SMPTE.RP228.2008,https://doi.org/10.5594/SMPTE.RP228.2008,2008-07-10,SMPTE,https://pub.smpte.org/doc/rp228/20080710-pub/,true,undefined,"This document specifies the materials, procedures and criteria for verifying conformance of SMPTE VC-1 video decoders and bitstreams.",null,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2008,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Test & Measurement"",""Compression""]",undefined,1–29,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,smpte-10e-tc,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,228,undefined,undefined,978-1-61482-238-7,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20080710-pub,undefined,undefined,2008-07-10,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001239,20413,228,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP24.1997,SMPTE RP 24:1997,Dimensions for 16-mm Motion-Picture Camera,Recommended Practice,10.5594/SMPTE.RP24.1997,https://doi.org/10.5594/SMPTE.RP24.1997,1997-09-18,SMPTE,https://pub.smpte.org/doc/rp24/19970918-pub/,true,undefined,This practice specifies the dimensions for 16-mm motion-picture camera spindles.,"[""SMPTE.ST174.1994""]",undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",1997,null,undefined,"[""Film"",""16mm"",""Dimension""]",undefined,1–2,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,24,undefined,undefined,978-1-61482-075-8,undefined,undefined,undefined,2007-09-01,undefined,undefined,undefined,undefined,19970918-pub,undefined,undefined,1997,"[{""code"":""37.060.01"",""description"":""Cinematography in general""},{""code"":""37.060.20"",""description"":""Motion picture films. Cartridges""}]",SSD001076,20414,24,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP25.1995,SMPTE RP 25:1995,Audio and Picture Synchronization in Motion-Picture Film Relative to Leaders for Television and Theatrical Presentation for Analog Magnetic and Photographic Records,Recommended Practice,10.5594/SMPTE.RP25.1995,https://doi.org/10.5594/SMPTE.RP25.1995,1995-07-06,SMPTE,https://pub.smpte.org/doc/rp25/19950706-pub/,false,undefined,"It is the purpose of this practice to standardize the photographic and magnetic synchronizing signals and their position relative to the SMPTE Universal Leader, as specified in ANSI/SMPTE 55.",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",1995,null,undefined,"[""Time & Sync"",""Film""]",undefined,1–1,"White Plains, NY",USA,undefined,undefined,true,true,"[""SMPTE.RP25.2011""]",false,undefined,undefined,undefined,smpte-27c-tc,"[""SMPTE.ST55.1992""]",undefined,undefined,undefined,false,undefined,undefined,2011-12-05,undefined,undefined,25,undefined,undefined,978-1-61482-076-5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19950706-pub,undefined,undefined,1995-07-06,"[{""code"":""37.060.99"",""description"":""Other standards related to cinematography""},{""code"":""37.060.20"",""description"":""Motion picture films. Cartridges""}]",SSD001077,20415,25,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP25.2011,SMPTE RP 25:2011,Audio and Picture Synchronization in Motion-Picture Film Relative to Leaders for Television and Theatrical Presentation for Analog Magnetic and Photographic Records,Recommended Practice,10.5594/SMPTE.RP25.2011,https://doi.org/10.5594/SMPTE.RP25.2011,2011-12-05,SMPTE,https://pub.smpte.org/doc/rp25/20111205-pub/,true,undefined,"It is the purpose of this practice to standardize the photographic and magnetic synchronizing signals and their position relative to the SMPTE Leaders for Television and Theatrical Presentation, as specified in SMPTE ST 55:2011 and SMPTE ST 301:2005.",undefined,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",2011,null,undefined,"[""Time & Sync"",""Film""]",undefined,1–4,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,"[""SMPTE.ST55.2010"",""SMPTE.ST301.2005""]",undefined,undefined,undefined,true,2016-12-01,undefined,undefined,undefined,undefined,25,undefined,undefined,978-1-61482-665-1,undefined,undefined,undefined,2015-12-01,undefined,undefined,undefined,undefined,20111205-pub,undefined,undefined,2011,"[{""code"":""37.060.20"",""description"":""Motion picture films. Cartridges""},{""code"":""37.060.99"",""description"":""Other standards related to cinematography""}]",SSD001661,20416,25,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP268-3.2023-08,SMPTE RP 268-3:2023-08,Reference Materials for DPX V2.0 HDR Implementations,Recommended Practice,10.5594/SMPTE.RP268-3.2023-08,https://doi.org/10.5594/SMPTE.RP268-3.2023-08,2023-08-30,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Digital Moving-Picture Exchange (DPX),undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,268,3,undefined,undefined,undefined,https://github.com/SMPTE/rp268-3/,undefined,undefined,undefined,undefined,undefined,undefined,20230830-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27-1.1989,SMPTE RP 27-1:1989,Specifications for Operational Alignment Test Pattern for Television,Recommended Practice,10.5594/SMPTE.RP27-1.1989,https://doi.org/10.5594/SMPTE.RP27-1.1989,1989-02-28,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,TV Test Patterns,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,27,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19890228-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27-2.1989,SMPTE RP 27-2:1989,Specifications for Operational Registration Test Pattern for Multiple-Channel Television Cameras,Recommended Practice,10.5594/SMPTE.RP27-2.1989,https://doi.org/10.5594/SMPTE.RP27-2.1989,1989-02-28,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,TV Test Patterns,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,27,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19890228-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27-3.1989,SMPTE RP 27-3:1989,Specifications for Safe Action and Safe Title Areas Test Pattern for Television Systems,Recommended Practice,10.5594/SMPTE.RP27-3.1989,https://doi.org/10.5594/SMPTE.RP27-3.1989,1989-03-29,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,TV Test Patterns,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,27,3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19890329-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27-4.1994,SMPTE RP 27-4:1994,"Specifications for an Operational Test Pattern for Checking Jitter, Weave and Travel Ghost in Television Projectors",Recommended Practice,10.5594/SMPTE.RP27-4.1994,https://doi.org/10.5594/SMPTE.RP27-4.1994,1994-02-01,SMPTE,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,TV Test Patterns,undefined,"[""SMPTE.ST7.1994"",""SMPTE.ST59.1991"",""SMPTE.ST96.1992"",""SMPTE.ST109.1992"",""SMPTE.ST139.1986""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,27,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19940201-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27-5.1989,SMPTE RP 27-5:1989,Specifications for Mid-Frequency Response Test Pattern for Television,Recommended Practice,10.5594/SMPTE.RP27-5.1989,https://doi.org/10.5594/SMPTE.RP27-5.1989,1989-03-29,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,TV Test Patterns,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,27,5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19890329-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27.3.1989,SMPTE RP 27.3:1989,Specifications for Safe Action and Safe Title Areas Test Pattern for Television Systems,Recommended Practice,10.5594/SMPTE.RP27.3.1989,https://doi.org/10.5594/SMPTE.RP27.3.1989,1989-03-29,SMPTE,https://my.smpte.org/s/product-details?id=a1BVR0000008kZ0,true,undefined,"This practice specifies the format, dimensions, and optical densities for a test pattern for safe action and safe title areas for television systems.",null,undefined,undefined,undefined,SMPTE,1989,null,undefined,"[""Test & Measurement"",""Communication"",""Networking and Broadcast Technologies"",""Television""]",undefined,1–3,"White Plains, NY",USA,undefined,undefined,true,undefined,undefined,undefined,undefined,true,TV Test Patterns,smpte-10e-tc,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,27,3,undefined,978-1-61482-079-6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1989-03-29,"[{""code"":""19.080"",""description"":""Electrical and electronic testing""},{""code"":""33.160.40"",""description"":""Video systems""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001080,20052,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP27.4.1994,SMPTE RP 27.4:1994,"Specifications for an Operational Test Pattern for Checking Jitter, Weave and Travel Ghost in Television Projectors",Recommended Practice,10.5594/SMPTE.RP27.4.1994,https://doi.org/10.5594/SMPTE.RP27.4.1994,1994-02-01,SMPTE,https://my.smpte.org/s/product-details?id=a1BVR0000008kZ1,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,"[""Test & Measurement""]",undefined,undefined,null,null,undefined,undefined,true,undefined,undefined,undefined,undefined,true,undefined,smpte-10e-tc,"[""NAPM.IT2.19.1994"",""SMPTE.ST7.1994"",""SMPTE.ST59.1991"",""SMPTE.ST96.1992"",""SMPTE.ST109.1992"",""SMPTE.ST139.1986""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,27,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP291-2.2013,SMPTE RP 291-2:2013,4:2:2 SDTV and HDTV Component Systems and 4:2:2 2048 ×1080 Production Image Formats,Recommended Practice,10.5594/SMPTE.RP291-2.2013,https://doi.org/10.5594/SMPTE.RP291-2.2013,2013-02-05,SMPTE,https://pub.smpte.org/doc/rp291-2/20130205-pub/,true,undefined,undefined,"[""SMPTE.ST12-2.2008"",""SMPTE.ST259.2008"",""SMPTE.ST266.2012"",""SMPTE.ST272.2004"",""SMPTE.ST292-1.2012"",""SMPTE.ST299-1.2009"",""SMPTE.ST305.2005"",""SMPTE.RP165.1994"",""SMPTE.RP186.2008""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,Ancillary Data,undefined,"[""SMPTE.ST125.1995"",""SMPTE.ST274.2008"",""SMPTE.ST296.2012"",""SMPTE.ST291-1.2011"",""SMPTE.ST372.2011"",""SMPTE.ST425-1.2011"",""SMPTE.ST2048-2.2011"",""SMPTE.RP165.1994"",""SMPTE.RP168.2009""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,291,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20130205-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP291.2009,SMPTE RP 291:2009,Assigned Ancillary Identification Codes,Recommended Practice,10.5594/SMPTE.RP291.2009,https://doi.org/10.5594/SMPTE.RP291.2009,2009-03-18,SMPTE,https://pub.smpte.org/doc/rp291/20090318-pub/,false,undefined,"SMPTE RP 291-2009 is withdrawn and superseded by SMPTE ST 291:2010. All the information is now a register defined by the standard, so there is no longer a need or use for the RP.",null,undefined,undefined,undefined,SMPTE,2009,null,undefined,"[""Communication"",""Networking and Broadcast Technologies"",""Television"",""Ancillary Data""]",undefined,1–1,"White Plains, NY",USA,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,smpte-32nf-tc,null,undefined,undefined,true,true,undefined,undefined,undefined,undefined,undefined,291,undefined,undefined,978-1-61482-239-4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20090318-pub,undefined,undefined,2009-03-18,"[{""code"":""33.160.01"",""description"":""Audio, video and audiovisual systems in general""},{""code"":""33.170"",""description"":""Television and radio broadcasting""}]",SSD001240,20055,undefined,https://pub.smpte.org/doc/rp291/rp0291-Withdrawal-Statement-2010-12-14.pdf,undefined,undefined,undefined,undefined
undefined,SMPTE.RP32.1995,SMPTE RP 32:1995,Specifications for 8-mm Type S Test Film for Projectors and Printers Reel Spindles,Recommended Practice,10.5594/SMPTE.RP32.1995,https://doi.org/10.5594/SMPTE.RP32.1995,1995-11-07,SMPTE,https://pub.smpte.org/doc/rp32/19951107-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,"[""Test & Measurement"",""Film"",""8mm"",""Projection"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,"[""SMPTE.ST154.1993"",""SMPTE.ST157.1994"",""SMPTE.ST168.1991""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,32,undefined,undefined,undefined,undefined,undefined,undefined,2017-04-01,undefined,undefined,undefined,undefined,19951107-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP34.1997,SMPTE RP 34:1997,Dimensions for 16-mm Motion-Picture Projector Reel Spindles,Recommended Practice,10.5594/SMPTE.RP34.1997,https://doi.org/10.5594/SMPTE.RP34.1997,1997-09-18,SMPTE,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,"[""Dimension"",""Film"",""16mm"",""Projection"",""Projector""]",undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,smpte-27c-tc,"[""SMPTE.ST235.1998""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,34,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19970918-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP36.1999,SMPTE RP 36:1999,Positioning the Headwheel and Adjacent Tape Guides for 2-in Quadruplex Video Magnetic Tape Recorders,Recommended Practice,10.5594/SMPTE.RP36.1999,https://doi.org/10.5594/SMPTE.RP36.1999,1999-04-22,SMPTE,https://pub.smpte.org/doc/rp36/19990422-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,"[""SMPTE.RP11.1994"",""SMPTE.RP16.1993""]",undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,36,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19990422-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP38.1989,SMPTE RP 38:1989,Specifications for Deflection Linearity Test Pattern for Television,Recommended Practice,10.5594/SMPTE.RP38.1989,https://doi.org/10.5594/SMPTE.RP38.1989,1989-02-27,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,38,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19890227-pub,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.RP39.1993,SMPTE RP 39:1993,Specifications for Maintaining an Emulsion-In Orientation on Theatrical Release Prints,Recommended Practice,10.5594/SMPTE.RP39.1993,https://doi.org/10.5594/SMPTE.RP39.1993,1993-11-03,SMPTE,https://pub.smpte.org/doc/rp39/19931103-pub/,true,undefined,"(1.1) This practice specifies the necessary handling changes in the laboratory, film exchange, and projection room to achieve the emulsion-in orientation of theatrical release prints. (1.2) The practice also describes the advantages to be gained by the change to emulsion-in orientation of theatrical release prints. (1.3) The practice further discusses the consequences of returning to the emulsion-out orientation during the exhibition life of theatrical release prints. (1.4) The practice suggests, in the annex, the various minor modifications that might be necessary in equipment used for projection, film rewind, and film inspection.",null,undefined,undefined,undefined,"Society of Motion Picture and Television Engineers, Inc.",1993,null,undefined,"[""Film"",""Processing"",""Projector""]",undefined,1–2,"White Plains, NY",USA,undefined,undefined,true,false,undefined,false,undefined,true,undefined,smpte-27c-tc,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,39,undefined,undefined,978-1-61482-086-4,undefined,undefined,undefined,2012-11-03,undefined,undefined,undefined,undefined,19931103-pub,undefined,undefined,1993,"[{""code"":""37.060.01"",""description"":""Cinematography in general""},{""code"":""37.060.99"",""description"":""Other standards related to cinematography""}]",SSD001087,20417,39,undefined,undefined,undefined,undefined,undefined
