path,shape,doi,title,articleType,year,articleId
_source/SMPTE/Conference Repository/Conference Papers/1995/7268295/7268296/07268335.xml,publication,10.5594/M00513,High Efficiency Light-Valve Projectors and High Efficiency Laser Light Sources,orig-research,1995,0b00006484a06086
_source/SMPTE/Conference Repository/Conference Papers/1995/7268295/7268296/07268336.xml,publication,10.5594/M00514,The History of the Perfect Aspect Ratio,orig-research,1995,0b00006484a06087
_source/SMPTE/Conference Repository/Conference Papers/1995/7268295/7268296/07268337.xml,publication,10.5594/M00515,LLK 3 - A New Sound Camera Based on Laser Beam Exposure,orig-research,1995,0b00006484a06088
_source/SMPTE/Conference Repository/Conference Papers/1995/7268295/7268296/07268338.xml,publication,10.5594/M00516,Optimizing the Digital Video Publishing Process: Coupling MPEG Video Encoding to Video Editing,orig-research,1995,0b00006484a06089
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263232.xml,publication,10.5594/M00093,Foreword,orig-research,1996,0b000064849fc822
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263233.xml,publication,10.5594/M00094,Improvement of Motion Judder on Converted Images by Telecine at the TV Station,orig-research,1996,0b000064849fc823
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263234.xml,publication,10.5594/M00095,The Development of a 1920&#x00D7;1080 Pixel Color CCD Camera Progressively Scanned at 60 Frames Per Second,orig-research,1996,0b000064849fc824
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263235.xml,publication,10.5594/M00096,"Contrast, Color &#x0026; Light in Film and Video Projection",orig-research,1996,0b000064849fc825
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263236.xml,publication,10.5594/M00097,An Engineering Approach to Consistent Images: Control of Video and Film Image Quality in TV Production,orig-research,1996,0b000064849fc826
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263237.xml,publication,10.5594/M00098,The Lost History of Film Formats,orig-research,1996,0b000064849fc827
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263238.xml,publication,10.5594/M00099,Post Production Synergy of Video and Film with Archival Quality,orig-research,1996,0b000064849fc828
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263239.xml,publication,10.5594/M00100,Servers Expectations Versus Reality,orig-research,1996,0b000064849fc829
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263240.xml,publication,10.5594/M00101,Media Pool - Flexible Video Server Design for Television Broadcasting,orig-research,1996,0b000064849fc87b
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263241.xml,publication,10.5594/M00102,Video Servers: &#x201C;Shared Storage&#x201D; for Cost Effective Real-time Access,orig-research,1996,0b000064849fc87c
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263242.xml,publication,10.5594/M00103,Automated Video Indexing for On-Demand Retrieval from Very Large Video Libraries,orig-research,1996,0b000064849fc87d
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263243.xml,publication,10.5594/M00104,Implementing Server-Based Systems in the Broadcast Environment,orig-research,1996,0b000064849fc87e
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263244.xml,publication,10.5594/M00105,A Studio Compression Format for HDTV Applications,orig-research,1996,0b000064849fc87f
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263245.xml,publication,10.5594/M00106,Bitstream Transcoding in the Studio,orig-research,1996,0b000064849fc880
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263246.xml,publication,10.5594/M00107,Controlling the Virtual Broadcast Studio,orig-research,1996,0b000064849fc881
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263247.xml,publication,10.5594/M00108,A New Approach to Transporting Program Content,orig-research,1996,0b000064849fc882
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263248.xml,publication,10.5594/M00109,Using Intelligent Nodes and Fiber Optics to Control the Next Generation of Digital Television (DTV) Transmitters,orig-research,1996,0b000064849fc883
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263249.xml,publication,10.5594/M00110,Methods for Evaluation of Digital Television Picture Quality,orig-research,1996,0b000064849fc884
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263250.xml,publication,10.5594/M00111,Thorough Control System&#x2122;: A Method of Color-Accurate and Contrast Consistent Film Transfer to Video Dailies,orig-research,1996,0b000064849fc8c1
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263251.xml,publication,10.5594/M00112,"Twelve Bit Acquisition, the Next Step in Digital Broadcast Cameras",orig-research,1996,0b000064849fc8c2
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263252.xml,publication,10.5594/M00113,Distributed Digital Post-Production,orig-research,1996,0b000064849fc8c3
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263253.xml,publication,10.5594/M00114,High Speed Data Recording: Digital VTRs Find New Applications,orig-research,1996,0b000064849fc8c4
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263254.xml,publication,10.5594/M00115,"A Unified Hybrid Recorder: Combining Hard Disk Drives, Betacam SX, and Analog Betacam",orig-research,1996,0b000064849fc8c5
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263255.xml,publication,10.5594/M00116,Surviving in the Format Jungle,orig-research,1996,0b000064849fc8c6
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263256.xml,publication,10.5594/M00117,Toward a Universal Data Format for the Preservation of Media,orig-research,1996,0b000064849fc8c7
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263257.xml,publication,10.5594/M00118,"CCIR 601, Future File Image or the Last Universal Video Standard&#x003F;",orig-research,1996,0b000064849fc8c8
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263258.xml,publication,10.5594/M00119,Database Applications for Server-Centered News Production,orig-research,1996,0b000064849fc8c9
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263259.xml,publication,10.5594/M00120,A Common Information Structure for Broadcast Applications,orig-research,1996,0b000064849fc8ca
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263260.xml,publication,10.5594/M00121,"The Professional Video Industry Needs a Standard, Over-The-Top Digital Audio/Video Expansion Bus",orig-research,1996,0b000064849fc900
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263261.xml,publication,10.5594/M00122,PC-Based Open Architecture Standards: An Overview,orig-research,1996,0b000064849fc901
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263262.xml,publication,10.5594/M00123,Broadcasting and Processing of Program Guides for Digital TV,orig-research,1996,0b000064849fc902
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263263.xml,publication,10.5594/M00124,A Virtual Studio-Set System of High Speed and High Functional Performance Realized with Dedicated Hardware,orig-research,1996,0b000064849fc903
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263264.xml,publication,10.5594/M00125,Developing New Program Production Techniques Using the &#x201C;Virtual Set&#x201D; and the Motion Capture System at NHK,orig-research,1996,0b000064849fc904
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263265.xml,publication,10.5594/M00126,"Practical Studio Productions Using High Quality, Low Cost, Virtual Sets",orig-research,1996,0b000064849fc905
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263266.xml,publication,10.5594/M00127,Three-Way Loudspeaker Systems for Motion Picture Use,orig-research,1996,0b000064849fc906
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263267.xml,publication,10.5594/M00128,Monitoring Sound in the One-Person Environment,orig-research,1996,0b000064849fc907
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263268.xml,publication,10.5594/M00129,Elements of a New Authoring System for Digital Video Disk (DVD),orig-research,1996,0b000064849fc908
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263269.xml,publication,10.5594/M00130,Compression to Disc Building: DVD for Movies,orig-research,1996,0b000064849fc909
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263270.xml,publication,10.5594/M00131,Picture Quality Editing for Variable Rate Compressed Video,orig-research,1996,0b000064849fc93c
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263271.xml,publication,10.5594/M00132,DVD Premastering: A Facility&#x0027;s Perspective,orig-research,1996,0b000064849fc93d
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263272.xml,publication,10.5594/M00133,Video Testing in Modern Television Systems,orig-research,1996,0b000064849fc93e
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263273.xml,publication,10.5594/M00134,The Unified World Environment: Using 3-D Databases as an Aid to Visual Effects Production,orig-research,1996,0b000064849fc93f
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263274.xml,publication,10.5594/M00135,Contemporary Techniques for Digital Compositing in Motion Pictures,orig-research,1996,0b000064849fc940
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263275.xml,publication,10.5594/M00136,The Studio of the Future - the Future of the Studio,orig-research,1996,0b000064849fc941
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263276.xml,publication,10.5594/M00137,Traveling Mattes: Above and below the Waterline,orig-research,1996,0b000064849fc942
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263277.xml,publication,10.5594/M00138,Second Generation HDTV Switcher,orig-research,1996,0b000064849fc943
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263278.xml,publication,10.5594/M00139,Optical Restoration of Faded 35mm Color Negative,orig-research,1996,0b000064849fc944
_source/SMPTE/Conference Repository/Conference Papers/1996/7263230/7263231/07263279.xml,publication,10.5594/M00140,Film Storage &#x2022; What&#x0027;s Coming&#x003F;,orig-research,1996,0b000064849fc945
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263282.xml,publication,10.5594/M001229,Opening Remarks,orig-research,1996,0b000064849fc986
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263283.xml,publication,10.5594/M001230,Keynote Address: The Vision of HDTV,orig-research,1996,0b000064849fc987
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263284.xml,publication,10.5594/M001231,Basic Function of Integrated TV Services for ISDB,orig-research,1996,0b000064849fc988
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263285.xml,publication,10.5594/M001232,An Implementation of the Media Processing Unit for Multimedia Communication Terminal,orig-research,1996,0b000064849fc989
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263286.xml,publication,10.5594/M001233,A Medical Application of High Sensitivity HARP HDTV Camera: Imaging Micro-Vessels in Various Organs,orig-research,1996,0b000064849fc98a
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263287.xml,publication,10.5594/M001234,Controlled Access System for HDTV,orig-research,1996,0b000064849fc98b
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263288.xml,publication,10.5594/M001235,Motion Estimation using Region-Based Segmentation Methods,orig-research,1996,0b000064849fc98c
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263289.xml,publication,10.5594/M001236,Motion Estimation Method using the Spatio-Temporal Characteristics of Moving Objects,orig-research,1996,0b000064849fc98d
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263290.xml,publication,10.5594/M001237,Advanced Motion Estimation and Motion Compensated De-Interlacing,orig-research,1996,0b000064849fc9c0
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263291.xml,publication,10.5594/M001238,Motion Compensation by Adaptive Vector Quantization,orig-research,1996,0b000064849fc9c1
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263292.xml,publication,10.5594/M001239,A New Intra-Frame Solution for HDTV to SDTV Down-Conversion,orig-research,1996,0b000064849fc9c2
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263293.xml,publication,10.5594/M001240,Analog Implementation of Vector Quantization,orig-research,1996,0b000064849fc9c3
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263294.xml,publication,10.5594/M001241,Hardware Architectures for Vector Quantization in Very Low Bit-Rate Image Coding,orig-research,1996,0b000064849fc9c4
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263295.xml,publication,10.5594/M001242,A Programmable Video DSP Architecture for HDTV Applications,orig-research,1996,0b000064849fc9c5
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263296.xml,publication,10.5594/M001243,A Programmable and Scalable Architecture for Real Time Audio and Video Processing,orig-research,1996,0b000064849fc9c6
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263297.xml,publication,10.5594/M001244,A Parallel Processing Architecture for HDTV Encoding System,orig-research,1996,0b000064849fc9c7
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263298.xml,publication,10.5594/M001245,Edge-Preserving Recovery of Damaged Blocks for Block-Based Image Coding,orig-research,1996,0b000064849fc9c8
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263299.xml,publication,10.5594/M001246,An Improved Source Splitting Scheme for Conditional Run-Level Coding of DCT Coefficients,orig-research,1996,0b000064849fc9c9
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263300.xml,publication,10.5594/M001247,DCT Image Coding Employing Emphasis,orig-research,1996,0b000064849fca06
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263301.xml,publication,10.5594/M001248,A Research of Multiresolution Image Sequence Coding System Based on Wavelet Transform,orig-research,1996,0b000064849fca07
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263302.xml,publication,10.5594/M001249,Spatio-Temporal Scalable Coding of Interlaced Video Sequences,orig-research,1996,0b000064849fca08
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263303.xml,publication,10.5594/M001250,A New Intra-Frame Coding Algorithm for Image Compression,orig-research,1996,0b000064849fca09
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263304.xml,publication,10.5594/M001251,Interfacing HDTV and Motion Picture for the Electronic Movie-Theatre,orig-research,1996,0b000064849fca0a
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263305.xml,publication,10.5594/M001252,Non Linear Effects in High Density Optical Recording,orig-research,1996,0b000064849fca0b
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263306.xml,publication,10.5594/M001253,Hardware Architectures for Vector Quantization in Very Low Bit-Rate Image Coding,orig-research,1996,0b000064849fca0c
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263307.xml,publication,10.5594/M001254,Mathematical Modelling of Prefiltering and Postfiltering Processes in the CCD Camera,orig-research,1996,0b000064849fca0d
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263308.xml,publication,10.5594/M001255,A Development of 1/2-in. HDTV Digital VTR Incorporating Bit Rate Reduction Technology,orig-research,1996,0b000064849fca0e
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263309.xml,publication,10.5594/M001256,Services-on-Demand Laboratory Demonstrator with PC-Based Set-Top-Boxes,orig-research,1996,0b000064849fca0f
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263310.xml,publication,10.5594/M001257,Multibest: Multiple Vector Interpolation for Vector-Quantization Based Image Compression,orig-research,1996,0b000064849fca4c
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263311.xml,publication,10.5594/M001258,A Wavelet Image Compression Scheme using PVQ,orig-research,1996,0b000064849fca4d
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263312.xml,publication,10.5594/M001259,Projection VQ Applied to Video Sequence Encoding,orig-research,1996,0b000064849fca4e
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263313.xml,publication,10.5594/M001260,A Conditional Entropy Coded Tree Structured Vector Quantizer for Video Coding,orig-research,1996,0b000064849fca4f
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263314.xml,publication,10.5594/M001261,A New NTSC Co-Channel Interference Rejection Filter with Coded 6-VSB Modulation for Improved ATV Coverage,orig-research,1996,0b000064849fca50
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263315.xml,publication,10.5594/M001262,A Prototype VLSI Solution for Digital Terrestrial TV Receivers Conforming to the DVB-T Standard,orig-research,1996,0b000064849fca51
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263316.xml,publication,10.5594/M001263,Blind Equalization of COFDM Systems Based on the Minimization of a Quadratic Criterion,orig-research,1996,0b000064849fca52
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263317.xml,publication,10.5594/M001264,Results of Laboratory and Field Tests of a COFDM Modem for ATV Transmission in 6 MHz Channels,orig-research,1996,0b000064849fca53
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263318.xml,publication,10.5594/M001265,Digital Transmission of HDTV via CS using MPEG2 CODEC,orig-research,1996,0b000064849fca54
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263319.xml,publication,10.5594/M001266,An Overview of the ATSC Digital Television Standard,orig-research,1996,0b000064849fca55
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263320.xml,publication,10.5594/M001267,Advancing the Digital HDTV Grand Alliance System from the Test Laboratory to the Real World,orig-research,1996,0b000064849fca92
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263321.xml,publication,10.5594/M001268,Field Test Results of the ATSC VSB Transmission System,orig-research,1996,0b000064849fca93
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263322.xml,publication,10.5594/M001269,Subjective Evaluation of the digital HDTV Grand Alliance System,orig-research,1996,0b000064849fca94
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263323.xml,publication,10.5594/M001270,Evolution of Infrastructures Towards 16/9 Digital and High Definition,orig-research,1996,0b000064849fca95
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263324.xml,publication,10.5594/M001271,HDTV in the U.S. &#x2013; Progress Towards Commercial Service,orig-research,1996,0b000064849fca96
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263325.xml,publication,10.5594/M001272,Strategy for Promotion of HDTV Service and for Implementation of Digital Broadcasting in Japan,orig-research,1996,0b000064849fca97
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263326.xml,publication,10.5594/M001273,SSCQE (Single Stimulus Continuous Quality Evaluation): A New Subjective Assessment Method Introduced in ITU-R Recommendation 500-7: Presentation and Results,orig-research,1996,0b000064849fca98
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263327.xml,publication,10.5594/M001274,Stereo Image Coding: Effects of Stereo Mismatches on Image-Quality,orig-research,1996,0b000064849fca99
_source/SMPTE/Conference Repository/Conference Papers/1996/7263280/7263281/07263328.xml,publication,10.5594/M001275,The Video Z-buffer: A Concept for Facilitating Monoscopic Image Compression by Exploiting the 3-D Stereoscopic Depth Map,orig-research,1996,0b000064849fca9a
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268060.xml,publication,10.5594/M00455,Foreword,orig-research,1996,0b00006484a0596b
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268061.xml,publication,10.5594/M00456,New DSP-Based Studio Platform,orig-research,1996,0b00006484a0596c
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268062.xml,publication,10.5594/M00457,The Integrated Broadcast Facility,orig-research,1996,0b00006484a0596d
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268063.xml,publication,10.5594/M00458,"Issues of Contention: Challenges in a Digital, Server Based, Broadcasting Environment",orig-research,1996,0b00006484a059a0
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268064.xml,publication,10.5594/M00459,"The &#x201C;Time Machine&#x201D; Increases, Decreases and/or Shifts Time",orig-research,1996,0b00006484a059a1
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268065.xml,publication,10.5594/M00460,FARAD: A Storage System for Random Real-Time Data,orig-research,1996,0b00006484a059a2
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268066.xml,publication,10.5594/M00461,Optical Video Disk Recorder with Large Storage Capacity using Small Size Phase-Change Media,orig-research,1996,0b00006484a059a3
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268067.xml,publication,10.5594/M00462,Practical Implementation of Advanced Television: Update 1996,orig-research,1996,0b00006484a059a4
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268068.xml,publication,10.5594/M00463,Switching and Splicing of MPEG-2 Transport Streams,orig-research,1996,0b00006484a059a5
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268069.xml,publication,10.5594/M00464,Aspects of Testing in the Convergence of Television and Telecommunications,orig-research,1996,0b00006484a059a6
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268070.xml,publication,10.5594/M00465,Distributed Facility Control via Ancillary Data,orig-research,1996,0b00006484a059a7
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268071.xml,publication,10.5594/M00466,Video and UTP,orig-research,1996,0b00006484a059a8
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268072.xml,publication,10.5594/M00467,Delivery of Distance Learning Content Across High-Speed and Low-Speed LANs in a Campus Environment,orig-research,1996,0b00006484a059a9
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268073.xml,publication,10.5594/M00468,The Generation and Delivery of Distance Learning Courses via Analogue and Digital Transmission Modes within the U. S. and Worldwide,orig-research,1996,0b00006484a059e1
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268074.xml,publication,10.5594/M00469,Benefits of Motion Picture Delivery via the Internet,orig-research,1996,0b00006484a059e2
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268075.xml,publication,10.5594/M00470,Single-Chip 16.7-Million Color PDP Display Controller,orig-research,1996,0b00006484a059e3
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268076.xml,publication,10.5594/M00471,Digital Light Processing&#x2122;: The Convergence of Television and Computer Display,orig-research,1996,0b00006484a059e4
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268077.xml,publication,10.5594/M00472,Temporal and Resolution Layering in Advanced Television,orig-research,1996,0b00006484a059e5
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268078.xml,publication,10.5594/M00473,Picture Quality Assessment in Video Compression,orig-research,1996,0b00006484a059e6
_source/SMPTE/Conference Repository/Conference Papers/1996/7268058/7268059/07268079.xml,publication,10.5594/M00474,"Motion Portrayal, Eye Tracking, and Emerging Display Technology",orig-research,1996,0b00006484a059e7
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265897.xml,publication,10.5594/M00563,Foreword,orig-research,1997,0b00006484a021bf
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265898.xml,publication,10.5594/M00564,&#x201C;A Review of the Fuji Super F-Series of Motion Picture Products&#x201D;,orig-research,1997,0b00006484a021c0
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265899.xml,publication,10.5594/M00565,Traditional Film Restoration Techniques in a Digital World,orig-research,1997,0b00006484a021c1
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265900.xml,publication,10.5594/M00566,Bedknobs and Broomsticks: Using a Distressed Work Print as a Color Master Positive,orig-research,1997,0b00006484a021c2
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265901.xml,publication,10.5594/M00567,The Gamma &#x0026; Density &#x201C;Thorough Control System&#x201D;&#x2122; as Used in Post Production,orig-research,1997,0b00006484a021c3
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265902.xml,publication,10.5594/M00568,The Digital Enhancement of High-Resolution Multi-Format Cinema Imagery,orig-research,1997,0b00006484a021c4
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265903.xml,publication,10.5594/M00569,Truetime&#x00AE;: An Alternative Approach to the Marriage of Film and Video,orig-research,1997,0b00006484a021c5
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265904.xml,publication,10.5594/M00570,New Techniques for Measurement of On-Screen Projection System Characteristics,orig-research,1997,0b00006484a0220b
_source/SMPTE/Conference Repository/Conference Papers/1997/7265895/7265896/07265905.xml,publication,10.5594/M00571,Optimizing Film-to-Screen Images with Integrated Projection Systems,orig-research,1997,0b00006484a0220c
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265908.xml,publication,10.5594/M00195,Foreword,orig-research,1997,0b00006484a0220f
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265909.xml,publication,10.5594/M00196,Preface,orig-research,1997,0b00006484a02210
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265910.xml,publication,10.5594/M00197,Unconnected Islands for Video Editing is a Thing of the Past,orig-research,1997,0b00006484a02211
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265911.xml,publication,10.5594/M00198,Crossing the Line: Bridging Traditional and Digital Post Production Processes,orig-research,1997,0b00006484a02212
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265912.xml,publication,10.5594/M00199,The Current Limitations of Personal Computers in Replacing Traditional Video Production Equipment,orig-research,1997,0b00006484a02213
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265913.xml,publication,10.5594/M00200,NLE System Design Using Mathematically Lossless Motion-JPEG,orig-research,1997,0b00006484a02214
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265914.xml,publication,10.5594/M00201,Worlds Collide: The Integration of &#x201C;Black Box&#x201D; Technology into Nonlinear Video Editing Systems,orig-research,1997,0b00006484a02248
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265915.xml,publication,10.5594/M00202,Microsoft ActiveMovie: A New Media Architecture,orig-research,1997,0b00006484a02249
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265916.xml,publication,10.5594/M00203,"DV Format and IEEE-1394: Higher Quality, Lower Cost Non-Linear Video Editing",orig-research,1997,0b00006484a0224a
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265917.xml,publication,10.5594/M00204,High Speed Internet Access Using Cable Modems with Telephone Return,orig-research,1997,0b00006484a0224b
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265918.xml,publication,10.5594/M00205,Fibre Channel Network Offers Gigabit Speed for Broadcast Industry,orig-research,1997,0b00006484a0224c
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265919.xml,publication,10.5594/M00206,A Visual Compositing Syntax for Ancillary Data Broadcasting,orig-research,1997,0b00006484a0224d
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265920.xml,publication,10.5594/M00207,Issues to be Considered&#x2014;The Implementation of a Digital Distribution System by the Commercial Broadcast Networks,orig-research,1997,0b00006484a0224e
_source/SMPTE/Conference Repository/Conference Papers/1997/7265906/7265907/07265921.xml,publication,10.5594/M00208,Digital Video Servers for the Television Industry Potential Applications/Features to Consider,orig-research,1997,0b00006484a0224f
